Date,Text,Processed_Text,Score,Username,Sentiment
2025-03-07 04:17:00,Bagus,bagus,5,Rizqi Pradipa,Positif
2025-03-07 04:16:07,Saya saat main buff saya sering di ambil rekan tim terus pas main di epig di tim saya ada yang gm,main buff ambil rekan tim pas main epig tim gm,3,Nova,Netral
2025-03-07 04:15:35,GAME UJI NYALIII.BNGSDDD,game uji nyaliiibngsddd,1,Zee Danzz,Negatif
2025-03-07 04:14:29,Game curang masa tim nya beban musuh nya pro pro giliran gendong cuma dapet perak tim nya pada emas monton anehh game anehh mending hapus dari plasytore,game curang tim nya beban musuh nya pro pro gilir gendong dapet perak tim nya emas monton anehh game anehh mending hapus plasytore,1,Sri Wijiyanti,Negatif
2025-03-07 04:14:16,Bagusss,bagusss,5,DAENG VIP,Positif
2025-03-07 04:14:16,"sering tiba"" lag padahal sinyal bagus"" aja.",lag sinyal bagus aja,1,reza PJD,Negatif
2025-03-07 04:12:25,Gamenya seru banget menguji kesabaran dan kefokusan kita grafiknya juga bagus banget Minesnya cuman satu filenya besar terima kasih,gamenya seru banget uji sabar fokus grafik bagus banget mes cuman filenya terima kasih,5,Yati Sumiyati,Positif
2025-03-07 04:12:10,"menurut saya game nya bagus menarik juga, cm yg bikin kesel itu setiap mau naik rank pasti los streak trs padahal dikit lg / satu bintang lg",game nya bagus tarik cm yg bikin kesel rank los streak trs dikit lg bintang lg,5,Ulyalayyana,Positif
2025-03-07 04:11:31,Enak,enak,4,ARYAFA RAHARDIAN,Positif
2025-03-07 04:11:25,"game gada balance nya samsek apaan coba ngeselin lama"" main ni game",game gada balance nya samsek coba ngeselin main ni game,1,Restu Arya,Negatif
2025-03-07 04:10:58,Rate nya kok bintang 3?,rate nya bintang 3,3,Falah ganteng,Netral
2025-03-07 04:09:43,Aku suka mlnya,suka mlnya,5,Octhaz ama Evosss,Positif
2025-03-07 04:09:33,"game nya bagus, cuman untuk match tolong lah di seimbangin maunya apa si ni developer masa harus toup jua buat dapat tim bagus??",game nya bagus cuman match seimbangin mau si ni developer toup jua tim bagus,1,Imut Dekk (Dekk),Negatif
2025-03-07 04:09:30,Sayakasi bita lima bagus sekali game,sayakasi bita bagus game,5,Sugi Ono,Positif
2025-03-07 04:09:10,Saat ingin membeli super value pass kenapa tidak bisa menggunakan saldo google play padahal sudah mencukupi,beli super value pass saldo google play cukup,2,Daniell Arrosyid,Negatif
2025-03-07 04:08:56,Monton gak kasih tim yg bagus hapus ml guah guah mauh mitic orocih,monton gak kasih tim yg bagus hapus ml guah guah mauh mitic orocih,1,Muhamd Rizal,Negatif
2025-03-07 04:07:23,Gem nya seruu,gem nya seruu,5,Arya Baturaja,Positif
2025-03-07 04:06:31,"masa iyaa sampe LS 14 kali, kan ga ngotak, gimanaa si matchmaking nya",iyaa sampe ls 14 kali ga ngotak gimanaa si matchmaking nya,1,Tyuzu Nime,Negatif
2025-03-07 04:06:22,"Pemain sengaja feeder dan troll g pernah bisa ke banned, game tolol capet ketemu player kaya gitu",main sengaja feeder troll g banned game tolol capet ketemu player kaya gitu,1,Asef Saifumillah,Negatif
2025-03-07 04:05:27,gemnya jelek kalah Mulu di beri tim jelek,gemnya jelek kalah mulu tim jelek,1,Farhat Wahyu nugroho,Negatif
2025-03-07 04:05:00,game gak jelas. bayak Chet nya pokok nya jelek,game gak bayak chet nya pokok nya jelek,1,A. Burhanuddin Jalil,Negatif
2025-03-07 04:04:47,Sangat cocok buat ngetit,cocok ngetit,5,Kingkon 143,Positif
2025-03-07 04:03:27,Game burik bikin pertemanan rusak gw mabar ama temen gw ribut mulu gw kalau kalah huuu,game burik bikin teman rusak gw mabar ama temen gw ribut mulu gw kalah huuu,1,Basith Fauzi,Negatif
2025-03-07 04:03:27,Game sampah wifi nya mohon diperbaiki padahal jaringan wifi ku full tapialah jaringannya 999+ gak usah download,game sampah wifi nya mohon baik jaring wifi ku full tapialah jaring 999 gak download,1,Nur Khotimah,Negatif
2025-03-07 04:02:54,Bagus,bagus,5,Arfan Rayyan,Positif
2025-03-07 04:02:27,Ml ada lah game penghilang stres,ml game hilang stres,5,ROB MILAH,Positif
2025-03-07 03:59:38,Gem nya bagus tidak ada iklan tapi tolong hadiah diamond masukan di klim sehari hari ya😊😊😊😊,gem nya bagus iklan hadiah diamond masuk klim hari ya,5,Aisyahsaja0101 Aisyaha,Positif
2025-03-07 03:58:31,Aku kecewa ngasih bintang 5 ke game ini. Karna selalu mendapatkan musuh gak seimbang dan dapat tim yang slalu buruk. Jadi tolong perbaiki sebelum smua player bakalan pensiun satu persatu MOONTON PAHAM,kecewa ngasih bintang 5 game karna musuh gak imbang tim slalu buruk baik smua player pensiun satu moonton paham,1,moch rizal,Negatif
2025-03-07 03:58:11,monton ayolah yang main public nya bodoh jangan suruh main sama yang lagi push walau rank nya sama kalo gitu terus lu sama aja kaya ngehina kita,monton ayo main public nya bodoh suruh main push rank nya kalo gitu lu aja kaya ngehina,1,FAISAL HASAN SOPIAN,Negatif
2025-03-07 03:57:00,Game ini amat bagus dengan hero dan permainan yang strategis,game bagus hero main strategis,5,Nanda Setia,Positif
2025-03-07 03:56:58,Bagus tapi ada lag nya aku suka tapi gak suka lag nya kebiasaan nya itu aku lagi ngelawan lord tapi sudah mati dan seharusnya nyerang nya ke lawan ku tapi ke aku nya anehh banget,bagus lag nya suka gak suka lag nya biasa nya ngelawan lord mati nyerang nya lawan ku nya anehh banget,4,Azzibran Salman,Positif
2025-03-07 03:56:30,Tolong jngn terlalu lama nunggu nya...,jngn nunggu nya,5,Sandi Indra485,Positif
2025-03-07 03:54:04,Game apa ini kok banyak lag,game lag,1,Abang Rain Hafiz Aripin,Negatif
2025-03-07 03:53:11,seru,seru,5,Novita N,Positif
2025-03-07 03:52:20,Game kakean darksystem,game kakean darksystem,1,King• TMkevin,Negatif
2025-03-07 03:51:40,Sangat buruk game ampas,buruk game ampas,1,MUHHAMAD RAMADHANI,Negatif
2025-03-07 03:51:29,Efek skin tidak sesuai harga (collector dan diatasnya),efek skin sesuai harga collector atas,1,Ren,Negatif
2025-03-07 03:51:08,Ini Ml making lama makin buruk aja setelah diupdate .masa lagi asik asik maen mala restart game.pag parah....,ml making buruk aja diupdate asik asik maen mala restart gamepag parah,1,Anastacia afy,Negatif
2025-03-07 03:50:02,Kalau main hilang jaringan langsung turun cok cok kasih lah kesempatan monton 😡😡😡😡😡😡,main hilang jaring langsung turun cok cok kasih sempat monton ,2,Desi Desi,Negatif
2025-03-07 03:49:02,mls developer labil,mls developer labil,1,Alvida Lewiana,Negatif
2025-03-07 03:48:37,perbaiki masalah sinyal nya,baik sinyal nya,1,Randy Dwi Aditya,Negatif
2025-03-07 03:48:12,Saya menyukainya,suka,5,Bang Deddy,Positif
2025-03-07 03:42:51,game gak layak buruk sangat buruk,game gak layak buruk buruk,1,abi,Negatif
2025-03-07 03:41:13,Bagus 👍👍👍👍👍👍👍,bagus ,5,Hinata Cahaya aprilita,Positif
2025-03-07 03:40:24,game tolol tim nya drake sistem semua,game tolol tim nya drake sistem,1,Aya Nurcahya,Negatif
2025-03-07 03:39:25,Saya main ml sejak dulu dan saya tidak pernah mendapatkan masalah,main ml,5,RAGEL SAPUTRA,Positif
2025-03-07 03:39:18,Sangaaaaaaaat sukaaaaaa,sangaaaaaaaat sukaaaaaa,5,Ibrahim Ika,Positif
2025-03-07 03:36:19,Game bagus,game bagus,5,Kamsa Darma Bakti,Positif
2025-03-07 03:34:56,Gem aneh siki sikit ngelek,gem aneh siki sikit ngelek,1,Ijay Zaini,Negatif
2025-03-07 03:33:19,Game bagus,game bagus,5,Algusna Pratama,Positif
2025-03-07 03:31:45,Pencocokan tim tidak masuk akal,cocok tim masuk akal,3,Dimas,Netral
2025-03-07 03:30:09,Mohon musuh untuk diperbaiki yaa minn lose trek Mulu minn anjim,mohon musuh baik yaa minn lose trek mulu minn anjim,5,Aldi Saputra,Positif
2025-03-07 03:29:59,"Dev kocak, skin bagus2 di nerf efeknya. Terus apa gunanya settingan grafis. Makin lama bukannya berbenah diri malah makin gak jelas.",dev kocak skin bagus2 nerf efek guna settingan grafis benah gak,1,Robby Syahputra,Negatif
2025-03-07 03:29:54,Bagus,bagus,5,Inara Arsy,Positif
2025-03-07 03:29:43,Jaringan nya agak lemot,jaring nya lot,4,Liza Monica,Positif
2025-03-07 03:29:33,Tim beban di game ini di perbaiki penjoki dilarang main buat peraturan,tim beban game baik joki larang main atur,1,Bayu,Negatif
2025-03-07 03:29:21,Nga seru mendingan ff,nga seru mending ff,2,Shair 2,Negatif
2025-03-07 03:29:19,Main untuk ngehilangin stresss ❎ Main tambah stressssssssssss☑️,main ngehilangin stresss  main stressssssssssss,1,Ihsan Muhammad,Negatif
2025-03-07 03:29:16,Wibu,wibu,1,Fikri Amirul,Negatif
2025-03-07 03:28:17,Montoon tobat astaghfirullahalazim mikir ada anak kecil juga yang main dongo montoon sekarang meseum🙁,montoon tobat astaghfirullahalazim mikir anak main dongo montoon meseum,1,Fawaz Haidar,Negatif
2025-03-07 03:27:47,"𝓼𝓮𝓻𝓾 𝓫𝓪𝓷𝓰𝓮𝓽, 𝓼𝓮𝓻𝓾, 𝓪𝓼𝓲𝓴 𝓫𝓪𝓷𝓰𝓮𝓽 𝓬𝓸𝓬𝓸𝓴 𝓫𝓾𝓪𝓽 𝓷𝓮𝓶𝓮𝓷𝓲𝓷 𝓭𝓲 𝓫𝓾𝓵𝓪𝓷 𝓡𝓪𝓶𝓪𝓭𝓱𝓪𝓷",          ,5,Indi Muhimatul uliya,Positif
2025-03-07 03:27:34,Udh hapus aj ml kalian dari pada nyesal sumpah di ksih tim yg engtrool Mulu KLO aku bilang sih hapus aj Lagian gem ini mudah membuat orang naik darah tinggi gara gara di kasih tim engtrool Sekali lagi saya peringati hapus aj ml kalian.nanti dapat tim drkk klen sumpah,udh hapus aj ml nyesal sumpah ksih tim yg engtrool mulu klo bilang sih hapus aj gem mudah orang darah gara gara kasih tim engtrool ingat hapus aj ml kaliannanti tim drkk klen sumpah,1,Hans Jordan,Negatif
2025-03-07 03:27:29,Game nya bagus dan seru👍,game nya bagus seru,5,Anin Terry,Positif
2025-03-07 03:26:34,kenap game gk muncul di layar awal..padahal uda di instal tp gk muncul..uda coba contoh di yutub msh aja gk muncul..klo main buka playstor dulu😭😭😭,kenap game gk muncul layar awalpadahal uda instal tp gk munculuda coba contoh yutub msh aja gk munculklo main buka playstor dulu,2,Adit Anugrah,Negatif
2025-03-07 03:25:57,Bagus banget bisa mabar Tapi setiap mabar pas RANK kok Gk bisa,bagus banget mabar mabar pas rank gk,5,Rudiyanto Ajaah,Positif
2025-03-07 03:25:00,Beri saya kemenangan,menang,5,JEFRICUYY4 JEFRICUYY4,Positif
2025-03-07 03:24:46,Mobile legends ini sangat lah bagus banya sekins Hero dan banyak aksi,mobile legends bagus banya sekins hero aksi,5,Muhadi Muhadi,Positif
2025-03-07 03:24:13,Permainannya bagus-bagus aja kok 💅🏻aku suka banget sama permainan ini 😋,main bagusbagus aja aku suka banget main ,5,Kinara Anatasya,Positif
2025-03-07 03:23:33,game goblokkk,game goblokkk,1,Iqbal nur Faizi,Negatif
2025-03-07 03:23:11,kenapa user mm di nerf dan di mahalin item gelombang minion pertama hanya 25% gold,user mm nerf mahalin item gelombang minion 25 gold,2,ulin nuha,Negatif
2025-03-07 03:23:10,Sering win lose,win lose,4,Pairot Briyan,Positif
2025-03-07 03:20:36,game ini kebanyakan orang berbicara kasar dan menyakiti hati orang waktu bulan puasa game ini memberikan player menjadi stres dan menjadi darah tinggi bagi player tolong lebih di kembangkan lagi beri kemenangan untuk player yah yang sudah berusaha main,game banyak orang bicara kasar sakit hati orang puasa game player stres darah player kembang menang player yah usaha main,1,RANGGA Gege,Negatif
2025-03-07 03:19:16,tolong kembalikan mode survival serta perbaiki jaringan yg suka ngelag pdhal sinyal bagus 🙏,kembali mode survival baik jaring yg suka ngelag pdhal sinyal bagus ,3,Nuzul Hidayat,Netral
2025-03-07 03:16:29,Gem nya seru sih tapi moonton keluarin tim dark sistem teruss mau mytic honor tinggal sedikit lagii dikasih dark sistem terus turun mytic 13 gak seruu,gem nya seru sih moonton keluarin tim dark sistem teruss mytic honor tinggal lagi kasih dark sistem turun mytic 13 gak seruu,3,Jeson Jonathan,Netral
2025-03-07 03:14:36,ga ngotak sama system lu yg buat trus dapet dark system aneh mending main game sebelah gada di kasih keuntungan Ama ini game,ga ngotak system lu yg trus dapet dark system aneh mending main game belah gada kasih untung ama game,1,Andrean Muhammad Rivaldi,Negatif
2025-03-07 03:14:10,"gausah ditanya knp,di glory kek main di epic males banget sistemnya perbaiki lah timnya gajelas terus",gausah knpdi glory kek main epic males banget sistem baik tim gajelas,1,Dapitt Kagenou.,Negatif
2025-03-07 03:11:04,"Melisa kg sakit sekarang,apaan ml ini hadeuhhh",melisa kg sakit sekarangapaan ml hadeuhhh,1,Alfiandi Ariyani,Negatif
2025-03-07 03:10:51,Tim Gak sesuai malah selalu dpt tim Yg Gak bisa di andalkan main Berjam jam dpt tim Kaku semua,tim gak sesuai dpt tim yg gak andal main jam jam dpt tim kaku,1,OKKIYUDO FERNANDO,Negatif
2025-03-07 03:08:51,"Mobile legends ini game seru sih menurut gue ya. Ayo gas download mobile legends ini game terbaik di dunia dan ikuti event nya sekarang anda mendapatkan hp Oppo dan hadia lainnya,saya ucapkan terima kasih untuk montoon",mobile legends game seru sih gue ayo gas download mobile legends game baik dunia ikut event nya hp oppo hadia lainnyasaya ucap terima kasih montoon,5,Adzkia Khaliqa,Positif
2025-03-07 03:08:51,Bagus banget monton,bagus banget monton,5,vivo Y53,Positif
2025-03-07 03:07:22,jaringan nya klo maen jelek,jaring nya klo maen jelek,5,Junaedi Gendut,Positif
2025-03-07 03:06:59,ok...,,5,Azzam Farzana,Positif
2025-03-07 03:06:33,game pilih kasih,game pilih kasih,1,FIRA DWI ANJANI,Negatif
2025-03-07 03:05:32,"Sistem developer busuk.!? Niat main game ngilang jenuh malah ni game selalu bikin emosi Matchmaking sangat buruk buruk buruk buruk.!! pembagian tim tidak pernah adil baik tim sendiri ataupun tim lawan. Montoon kira kami untung main game ini padahal kami sangatlah rugi sekali, Waktu, uang dan tenaga terus bukan nya kami dapat kebahagiaan saat bermain malah kau buat kami tambah rugi.!! Mantap👍 By by montoon makan tu matchmaking",sistem developer busuk niat main game ngilang jenuh ni game bikin emosi matchmaking buruk buruk buruk buruk bagi tim adil tim tim lawan montoon untung main game rugi uang tenaga nya bahagia main kau rugi mantap by by montoon makan tu matchmaking,1,Syafiq Ar,Negatif
2025-03-07 03:03:46,Game yang penuh dgn anomali,game penuh dgn anomali,1,Reza Marjan,Negatif
2025-03-07 03:03:10,Game klntol,game klntol,1,Dazzy Gans,Negatif
2025-03-07 03:00:58,kalo ngasih tim yang bener,kalo ngasih tim bener,1,Yovandi Nurcahyo,Negatif
2025-03-07 02:59:03,Game Unik.......,game unik,5,Fandra Prastika,Positif
2025-03-07 02:56:56,Game yang meresahkan jaringan patah2 performa buruk dan penuh dgn settingan moonton saat bintang mau naik di kasih tim bot dan lawan yg pro,game resah jaring patah2 performa buruk penuh dgn settingan moonton bintang kasih tim bot lawan yg pro,1,Nadi La,Negatif
2025-03-07 02:56:26,Sekarang kalah sama HOK masih banyak masalah game sama player dark sistem nya,kalah hok game player dark sistem nya,1,Gumbira Rachman,Negatif
2025-03-07 02:55:58,Game taik hapus aja dari playstore,game taik hapus aja playstore,1,Posh Blue,Negatif
2025-03-07 02:53:21,Dari tadi update Mulu sampe sampe penuh penyimpanan gw Iven golgdemoth ga dapet dapet yang dapet malah ampas nnya doang ada Iven Ramadhan juga percuma kalo dapat nya ampas mulu,update mulu sampe sampe penuh simpan gw iven golgdemoth ga dapet dapet dapet ampas nnya doang iven ramadhan kalo nya ampas mulu,1,rizky ganz,Negatif
2025-03-07 02:53:08,Cukup baik-baik tapi teruntuk saya tambah kan skill nya ya,baikbaik untuk skill nya,4,Hanania Azra,Positif
2025-03-07 02:51:50,Game burik kek ajg,game burik kek ajg,1,Jibran Jib,Negatif
2025-03-07 02:49:55,Gamenya pilih kasih kalah terus.Padahal main udh serius tapi dikasih tim beban dan terkadang musuhnya rata rata pro player semua yang kita lawan.,gamenya pilih kasih kalah teruspadahal main udh serius kasih tim beban terkadang musuh pro player lawan,3,Zalul Fatan,Netral
2025-03-07 02:46:26,"GAME RUSAKK, BANYAK KALAH NYA KLO MAIN.",game rusakk kalah nya klo main,1,BayuForSpeed speed,Negatif
2025-03-07 02:46:15,"Hero Bagus, Mantap 👍",hero bagus mantap ,5,Maharga Arya Pramudya,Positif
2025-03-07 02:45:40,Banyak dari sistem sekali menang di bikin 5 kalah lawannya gak ngotak pelit skin efek minim game rusak banyak leg nya,sistem menang bikin 5 kalah lawan gak ngotak pelit skin efek minim game rusak leg nya,1,Muhammad Iqball,Negatif
2025-03-07 02:42:00,kalau ketemu hanabi langsung kalah,ketemu hanabi langsung kalah,1,reihan sahin,Negatif
2025-03-07 02:41:33,Makasih monton,makasih monton,5,Muhamad Darilsuryana18,Positif
2025-03-07 02:39:01,"game nya bagus,tapi musuh dan teman tidak setara",game nya bagustapi musuh teman tara,1,Nur aji Aditia,Negatif
2025-03-07 02:36:44,Saya menyukainya,suka,5,Riss Mc,Positif
2025-03-07 02:36:12,Permainan yang asik dan menyenangkan,main asik senang,5,mata saya,Positif
2025-03-07 02:35:36,Sangat seru,seru,5,Adella musik,Positif
2025-03-07 02:35:08,Game online yg sangat seru,game online yg seru,5,Ahmad Hafili,Positif
2025-03-07 02:34:52,Lag nya perbaiki Jangan hanya karena tidak pernah top up jaringan nya selalu di bikin jelek atau di bikin lag Setiap kali sedang war dengan musuh selalu lag Mau kapan bisa naik rank nya kalo kaya gini Apa karena saya tidak pernah topup????? Tolong di balas!!!,lag nya baik top up jaring nya bikin jelek bikin lag kali war musuh lag rank nya kalo kaya gin topup balas,3,Andi himawan kuswandi,Netral
2025-03-07 02:32:47,Thank monton,thank monton,5,Koceng Oren,Positif
2025-03-07 02:28:21,Kurang bagus sih,bagus sih,5,Ulah Kante,Positif
2025-03-07 02:23:33,"monton,semoga monton bisa perbaiki team yg dark sistem jadi yg pro player",montonsemoga monton baik team yg dark sistem yg pro player,2,Raihan Zibra,Negatif
2025-03-07 02:22:07,"game rusak,orang mau solo di kasih tim nge troll terus lama lama orang bosen main nih game😂😂 matchmaking ga ngotak,",game rusakorang solo kasih tim nge troll orang bosen main nih game matchmaking ga ngotak,1,amel abdull,Negatif
2025-03-07 02:21:12,Tambahin hero lagi,tambahin hero,5,Alkapky 99,Positif
2025-03-07 02:20:38,Ml ini seru banget,ml seru banget,5,Jesika123,Positif
2025-03-07 02:20:02,Heh moonton kalo ngasih tim itu yg seimbang dong Jangan di kasih tim beban mulu Kalo gua maen ber 5 dapet musuh nya top global aneh ini moonton,heh moonton kalo ngasih tim yg imbang kasih tim beban mulu kalo gua maen ber 5 dapet musuh nya top global aneh moonton,4,Faizal Yanwar,Positif
2025-03-07 02:17:08,Game ini sangat bagus sekali,game bagus,5,Risma Nidar,Positif
2025-03-07 02:15:41,Gem nya seru tapi plis jangan kalah terus dong gua juga mau naik metik kayak temen temen gua masak gua setak di epik,gem nya seru plis kalah gua metik kayak temen temen gua masak gua tak epik,1,Muhammad Husaini,Negatif
2025-03-07 02:11:08,Sangat senang,senang,5,Vero Arldi,Positif
2025-03-07 02:10:23,Game ini menemani saya tapi game ini rada bikin setres.,game tani game rada bikin tres,5,Sagu Cimin77,Positif
2025-03-07 02:06:55,"Gw mau skin estes m3. Susah banget buat ganti akun google play buat beli diamon , saldoku ada di akun lain padahal dulu mudah banget ada pilihan pilih akun langsung dari game nya sial emang...",gw skin estes m3 susah banget ganti akun google play beli diamon saldo akun mudah banget pilih pilih akun langsung game nya sial emang,1,Syahrial Harahap,Negatif
2025-03-07 02:06:16,Mndng main hok kalau dark sistem mulu dptnya,mndng main hok dark sistem mulu dptnya,5,rahasia oase,Positif
2025-03-07 02:02:05,Banyak dark sistem pagi² mytikh kek epik,dark sistem pagi mytikh kek epik,1,Yyjossepp,Negatif
2025-03-07 02:00:28,"gara"" game ini cwo sya sibuk bet, hapus aja ml ini lah",gara game cwo sya sibuk bet hapus aja ml,1,Anjulu Ae,Negatif
2025-03-07 01:59:47,"Matchmakingnya gak seimbang,,sekarang dikasi winstreak,,nanti pasti dikasi losestreak, dahlah pensi dari game ini, semoga ke depannya ada game yang lebih menarik dari game ini",matchmakingnya gak seimbangsekarang kasi winstreaknanti kasi losestreak dah pensi game moga depan game tarik game,1,Ady Risma,Negatif
2025-03-07 01:57:32,Mantep,mantep,5,Pink Parlour Sms,Positif
2025-03-07 01:51:50,"montonn ada yang lagi viral, semua player pada main pake rw, tolong di hapuss!!!",montonn viral player main pake rw hapuss,5,Muhammad Dzakiagustian,Positif
2025-03-07 01:49:59,Kurang bagus tolong di tingkatkan,bagus tingkat,4,Rofieq Elhafidz,Positif
2025-03-07 01:47:04,Game ini sangat hebat dan terbaik,game hebat baik,5,Sey Dur,Positif
2025-03-07 01:45:41,Buang buang waktu ga peduli,buang buang ga peduli,1,Tokisaki Kurumi (Kurumi),Negatif
2025-03-07 01:41:52,"Jelek pake banget,.. alasannya sangat jelas,.. susah banget buat naikin Rank,.. menang 1X kalahnya 10X,.. kan ToLoL..!",jelek pake banget alas susah banget naikin rank menang 1x kalah 10x tolol,1,Marwan Formers,Negatif
2025-03-07 01:40:34,Moonton setiap lagi main kenapa harus kalah terus suka Emosi terus banyak player yang hapus ML,moonton main kalah suka emosi player hapus ml,5,Dede Hikmah,Positif
2025-03-07 01:38:46,Dark sistem tolong di perbaiki udh itu aja,dark sistem baik udh aja,1,Danz tzy,Negatif
2025-03-07 01:38:15,"Ngasih Tim tuh yg bagus Napa bot terus,musuh nya jago"" game jelek",ngasih tim tuh yg bagus napa bot terusmusuh nya jago game jelek,1,Muhammad nur Aidil Saputra,Negatif
2025-03-07 01:33:27,"Ml Sih Bagus Tpi ( KALAU UDAH EPIC LEGEND MUSUHNYA YANG PROFESIONAL² ) mana AQ g jago main lagi ini ku bintang 1 dlu kalau dh bisa menang aku tingkatin bintang nya dulu suka skarang benci g seru lagi main ml Bintang ku turun terus menerus g ada menang sama sekali losetreakkkkk Plis moonton jangan gitu lah, aku g jago kalo ngelawan orng yg udh pinterrrrrrrrrrrrrrrrrrr perbaiki lah Moonton, Aku g jago main malah dikasih tim yg g jago juga musuhnya dikasih yang pintar2 gmn sihhhhh😭😭😭😤😠",ml sih bagus tpi udah epic legend musuh profesional aq g jago main ku bintang 1 dlu dh menang tingkatin bintang nya suka skarang benci g seru main ml bintang ku turun terus g menang losetreakkkkk plis moonton gitu g jago kalo ngelawan orng yg udh pinterrrrrrrrrrrrrrrrrrr baik moonton g jago main kasih tim yg g jago musuh kasih pintar2 gmn sihhhhh,1,Kucing lucu,Negatif
2025-03-07 01:33:17,Game ga ngotak !!!!!!!,game ga ngotak,1,Susi Olshop,Negatif
2025-03-07 01:32:35,Terlalu banyak dark system kelihatan bgt game di seting,dark system bgt game ting,1,Rudi guntara,Negatif
2025-03-07 01:30:26,BEST,best,5,Vicky Amelia,Positif
2025-03-07 01:28:32,Game haram gak usah download,game haram gak download,1,Muh. Khairul Fatin Khairul,Negatif
2025-03-07 01:27:23,Saya suka,suka,5,Indri Rahma,Positif
2025-03-07 01:27:17,"Gua mau uninstal mobil legen muak gua sejago apa pun gua main rank cuma muter muter di situ situ aja,,, payah lu montod",gua uninstal mobil legen muak gua jago gua main rank muter muter situ situ aja payah lu montod,2,Agus Suryana,Negatif
2025-03-07 01:26:57,Good,good,5,ALAN NUGRAHA,Positif
2025-03-07 01:25:18,sangat kikir,kikir,5,Stokpael3,Positif
2025-03-07 01:23:54,"Parah moonton , solo rank gak pernah dikasih menang 😭😭",parah moonton solo rank gak kasih menang ,1,The Craziest,Negatif
2025-03-07 01:22:19,Pencocokan team sampah,cocok team sampah,1,Noisey Ghoul,Negatif
2025-03-07 01:20:24,Savage,savage,5,Ridok sani,Positif
2025-03-07 01:20:08,Turunkan harga diamond montoon,turun harga diamond montoon,5,nur sofidah,Positif
2025-03-07 01:19:12,turunkan harga diamond,turun harga diamond,5,Christ Yoel Sembiring,Positif
2025-03-07 01:19:02,Sangat cocok untuk smua orng,cocok smua orng,5,Prilli Nayoan,Positif
2025-03-07 01:17:47,Game ini bagus banget🤩,game bagus banget,1,Made Delon,Negatif
2025-03-07 01:16:09,Bisa buat game gk sih moonton? Tiap hari drak sistem mulu,game gk sih moonton drak sistem mulu,1,Guwinerene Gini,Negatif
2025-03-07 01:15:13,Tolong d bantu masalah jaringan Please help me 😭😭😭😭😭 Dri malam sampek pagi masak gk selesai² ini masalah jaringan tolong dong min,d bantu jaring please help me  dri malam sampek pagi masak gk selesai jaring min,1,Fitra Juntak,Negatif
2025-03-07 01:14:58,Ahya,ahya,5,Topikabdurahman Topik,Positif
2025-03-07 01:14:25,😁😁😁,,1,RyuuTo,Negatif
2025-03-07 01:14:24,"Heran gw sama ni developer. Kenapa ya, user HP KENTANG ITU SELALU DIMANJA DAN DIUTAMAKAN???",heran gw ni developer user hp kentang manja utama,1,Valen,Negatif
2025-03-07 01:12:24,"Gua kurangin bintangnya kalo ga di kasih tim bagus, masa iya ke honor sulitnya minta ampun, cuma ke honor doang lo, padahal gua player old, masa ga bisa gloryy, nub jga kaga perkara tim aja dikasih jelek terus",gua rangin bintang kalo ga kasih tim bagus iya honor sulit ampun honor doang lo gua player old ga gloryy nub jga kaga perkara tim aja kasih jelek,4,Muhammad Ilmi,Positif
2025-03-07 01:11:44,game ini sangat bagus untuk di mainkan lumayan banyak mode seru,game bagus main lumayan mode seru,5,Maulana Irham,Positif
2025-03-07 01:09:26,game ruksak,game ruksak,1,Muhamad Sopian,Negatif
2025-03-07 01:06:45,kasih paham dulu,kasih paham,5,rahmat sanjaya,Positif
2025-03-07 01:05:39,Game nya seru tapi mohon kurangin plagiat nya 🗿,game nya seru mohon rangin plagiat nya ,5,Asep Triasep,Positif
2025-03-07 01:02:58,Game sampah jelek,game sampah jelek,1,Raka Abdullah s,Negatif
2025-03-07 00:59:28,nice,nice,5,Nadira Amara Zahra,Positif
2025-03-07 00:57:46,Game ini sangat bagus walaupun aku tidak punya diamond tapisi aku tetep senang ada offline nya juga,game bagus diamond tapis tetep senang offline nya,5,Maulana,Positif
2025-03-07 00:56:53,"gak banyak komentar, intinya gen nya seru habis.cocok untuk Mabar sama teman",gak komentar inti gen nya seru habiscocok mabar teman,5,Luka toni24,Positif
2025-03-07 00:56:43,syaa suka gme nyaa jdii terhiburr,syaa suka gme nyaa jdii terhiburr,5,adhe maulana,Positif
2025-03-07 00:56:38,Tim full poke ajh,tim full poke ajh,1,Nur Janah,Negatif
2025-03-07 00:53:58,Game taik,game taik,1,Imam Sholikhin,Negatif
2025-03-07 00:52:21,Game terbaik 👍💯,game baik ,5,Mas andi,Positif
2025-03-07 00:52:12,gamenya bagus grafiknya juga the best kadang lawannya jago kadang timnya kurang jago.kalah 10x menang 3x tapi saya suka seperti itu.saya harap buat lawannya lebih jago agar bisa melatih diri👍👍,gamenya bagus grafik the best kadang lawan jago kadang tim jagokalah 10x menang 3x suka itusaya harap lawan jago latih diri,5,Fathan siahaan Siahaan,Positif
2025-03-07 00:52:02,Bagus banget,bagus banget,5,Ajie Ridzaldine,Positif
2025-03-07 00:49:35,Tolong perbaiki jaringannya Pdhl sinyalny bgus Tp kok mlh ngelag buat main Gara¹ itu gua afk trs menerus d ban macmaking,baik jaring pdhl sinyalny bgus tp mlh ngelag main gara gua afk trs terus d ban macmaking,3,Afan Official,Netral
