Date,Text,Score,Username,Sentiment
2025-03-19 12:13:12,aneh njirr pada saat ganti akun liat notifikasi kode nya di email masuk lagi ke game nya engga bisa kode nya udah kadaluarsa aneh aneh,1,Yohatama Koehring,Negatif
2025-03-19 12:12:59,wow sangat keren,5,Enji Setiawan,Positif
2025-03-19 12:12:48,kok gak bisa update ya,1,Mulki Mutakin,Negatif
2025-03-19 12:12:46,cepat beri skin,5,Beatriz Amargo,Positif
2025-03-19 12:12:43,ya ya saya setuju 🗣️🗣️🗣️🔥🔥🔥,5,Haidrikaa LOL,Positif
2025-03-19 12:12:37,min untuk login tolong di percepat soalnya ketika saya login lama loding nya sampai berjam jam koneksi lancar tolong di perbaiki,4,Devan Kris,Positif
2025-03-19 12:12:30,enak moonton aku suka semoga setiap hari aku jangan kena dark system ya💝💝😃,5,Endah Puji lestari,Positif
2025-03-19 12:12:02,gua stuck logo woyy knp mau di updet gak bisa,1,Andre EstJava,Negatif
2025-03-19 12:11:56,"bagus, tapi kadang gak direkomendasikan pas puasa 🗿",5,Elih Yana,Positif
2025-03-19 12:11:48,game nya suka lag sendiri,5,Deni Mulyawan,Positif
2025-03-19 12:11:32,Sangat bagus dan rekomendasi untuk player baru dan orang orang nya semua ramah 😁,5,MAHENDRA HENDRA,Positif
2025-03-19 12:10:34,yah masa kalah sama game sebelah,5,Hiruka,Positif
2025-03-19 12:10:30,Sering di kasih draksistem akal akal Stingan monton mending game ff,1,Dufran Sah,Negatif
2025-03-19 12:10:28,Bagusss bangett,5,Ayyu Kurnita saaarr,Positif
2025-03-19 12:10:07,karena bagus,5,IPSK • OPEK,Positif
2025-03-19 12:10:01,Fanny Fanny Fanny dan Fanny. kenapa harus Fanny yang bisa membuat ku terluka saat nerf🥲,5,Xaiden,Positif
2025-03-19 12:09:28,"Dapet tim dan musuh yg tidak sepadan, main solo ketemu nya duo/trio",1,Punti Atah,Negatif
2025-03-19 12:09:22,"MONTON ANJJJ , GW CAPEK CAPEK NYA NGEGENDONG TIM MALAH KALAH , JARINGAN NYA JUGA SETIAP MAIN PASTI MERAH KEK DI SENGAJA BANGET , SETIAP HARI SELALU AJ DAPAT MUSUH YANG JAGO EH MALAH DAPAT TIM GA BENER, BISA GA SIH DI PERBARUI SEDIKIT , NIATNYA NGILANG STRES MALAH MAKIN STRES PANTEKK",1,Nisa Adila,Negatif
2025-03-19 12:09:16,game kikir anj,1,Sity Jumiatun,Negatif
2025-03-19 12:09:14,udah 10 tahun main ini 🤣🤣🤣,5,Mive Preset Xml,Positif
2025-03-19 12:09:02,keren banget,5,urfavcrush adit,Positif
2025-03-19 12:09:00,sangat² bagusss,5,Maharani Safira,Positif
2025-03-19 12:07:58,Game apan jelek,5,AZIZ EDITOR_,Positif
2025-03-19 12:07:18,sering ngestuck di loading trs dah moonton dah di update juga harus reload lagi,4,Rudy Kurniawan,Positif
2025-03-19 12:06:20,menarik,5,yodi pradana,Positif
2025-03-19 12:06:19,Dah males main dikasih tim epic abadi Mulu dah jangan download,1,Aryo Kencana,Negatif
2025-03-19 12:06:17,Yang mau download game ini dipikir dulu kalo mau main game moba yg bagus manding hok atau aov karena kalo main ni game gk dikasi win streak dikasinya lose streak gw peringatin jgn download game ml.,1,Pratama 553,Negatif
2025-03-19 12:06:12,bagus,5,Rava Ravaell,Positif
2025-03-19 12:06:04,"moonton tolong pingnya di perbaiki lagi, masa waktu sinyal bagus+lancar ping ml tiba"" bisa jdi 200ms",3,Sari Sari,Netral
2025-03-19 12:05:39,benerin jaringan server blog bukan skin di banyakin,1,tegar cooper,Negatif
2025-03-19 12:05:36,"banyak yg ngasih bintang 5 padahal isi game nya pembodohan semua,,event dm event hp event skin ga pernah dapet yg bagus,,moonton cuman ngasih event nya doang yg bagus nya harus beli pake uang,,supaya apa?supaya tidak rugi,,padahal yg main nya udah rugi sama lostreak mau solo mau duo trio atau pun party,,update an terus berjalan apk makin berat!!",1,Aldo Kurnia Syahputra,Negatif
2025-03-19 12:05:35,game bagus,5,Radita Army,Positif
2025-03-19 12:05:23,drek sistem bikin muak dalam games,3,Dede Aditya,Netral
2025-03-19 12:05:20,Gem nya nambai setres,5,Fahrur Rozi,Positif
2025-03-19 12:05:20,Banyak banyakin skin epic gratis Moonton,5,Muhammad Ghoniyan,Positif
2025-03-19 12:05:03,wah sangat seru (tapi ngasih tim jabgan beban dong moonton),5,Disya Khairacantikha,Positif
2025-03-19 12:04:58,Updete sering dan lama,5,Sigit Triana,Positif
2025-03-19 12:04:38,GAME MULIA,3,S̶Ꮆ• Nɪƒɪʀᴀ,Netral
2025-03-19 12:04:37,sayat baik,5,Mohamad Difa Haryono,Positif
2025-03-19 12:04:05,"jadi susah topup gara gara ada fitur lock region padahal jelas jelas di Indonesia malah mental region nya ke Australia, kan jadi susah topup, gajelas padahal mau borong skin skin yang ada, mempersulit player trus moonton",1,Xyo va,Negatif
2025-03-19 12:03:58,好的,5,Jerobase One,Positif
2025-03-19 12:03:30,Ml tolong keluarin skin oddet,5,Indra P,Positif
2025-03-19 12:03:27,"Jangan ngubar ngubar skin lagi montton tolong dibaca, biar mobile legends ada harga diri nya,, trus mobile legends geme sangat baik,, semakin memanjakan player dihadiahin skin dampak nya JELEK, POKOK NYA MOBILE LEGENDS BIAR ADA HARGA DIRI NYA,, BUKAN DIANGAP GEME MURAHAN,, PARA PLAYER",5,tri retno sari,Positif
2025-03-19 12:03:17,sebelum masuk match sinyal ok.habia masuk signal jelek,4,Toharun Toharun,Positif
2025-03-19 12:03:13,masalahnya pas main selalulu ngelag dapat tim bodoh terus ga seimbang,1,Rike Dedy,Negatif
2025-03-19 12:03:03,game nya sangat ramah bisa bikin kita masuk neraka,5,Rrq Nita,Positif
2025-03-19 12:02:57,Moonton tidak adil dalam memberikan role team publik(Team yang tidak seimbang).,1,dhony harzal,Negatif
2025-03-19 12:02:54,semakin parah permasalahan dijaringan dan terlalu berat untuk ram 6,2,Amang Cantung,Negatif
2025-03-19 12:02:12,Game Mudah,5,Ciko,Positif
2025-03-19 12:01:44,bagus grafiknya tapi aku epik soalnya banyak drak sistem tapi ini adalah game terseru aku bahkan login setiap hari,5,Nizam,Positif
2025-03-19 12:01:38,good,5,Asyifa Asyifa,Positif
2025-03-19 12:01:25,"Banyak dark system, sinyal padahal gak ngeleh tapi di geme nya ngeleh banget ga bisa lancar wifi walaupun wifi nya lancar lancar aja",1,Nizam,Negatif
2025-03-19 12:01:06,Game ini sangat seru,5,EPEP DI HATI,Positif
2025-03-19 12:01:00,sampah yang tidak berguna di Data Mobile legend harusnya di hapus otomatis supaya tidak menumpuk,3,Muhammad Iqbal,Netral
2025-03-19 12:00:53,semoga tambah baik,5,Faizul Anam (Zulfa),Positif
2025-03-19 12:00:36,banyak dark sistem moonton,5,Dimzz Kece,Positif
2025-03-19 12:00:33,aku suka ya ml,5,Sam Hudin,Positif
2025-03-19 12:00:20,dagus nih,2,Alka Rezi,Negatif
2025-03-19 12:00:05,game nya bgs cuma ilangin dong dark sistem nya🗿,5,Nuryanah,Positif
2025-03-19 12:00:04,Game Yang Bisa Bikin Emosi,5,Yoni Prasetyo,Positif
2025-03-19 12:00:01,game yang bikin pikiran tenang dan damai😍🥰,5,II I,Positif
2025-03-19 11:59:48,"Game nya bagus banget , tapi kadang kalau sinyal ku bagus tapi di game nya jelek tolong di perbaiki",4,Tyas Yuni,Positif
2025-03-19 11:59:35,AKU SUKA,5,aa damai,Positif
2025-03-19 11:59:33,nice👍🏼,5,Dikaa Renggii,Positif
2025-03-19 11:59:00,tiba tiba ping 200++ aneh padahal game sebelah ga separah ini dah aneh.. ?? coba adain fitur rank sesuai role nya jadi ga berebut lane. ..,2,Cadu Gamers,Negatif
2025-03-19 11:58:52,game isinya drak sistem,1,Zakaria Akbar,Negatif
2025-03-19 11:58:41,sangat bagus dan menyenangkan,5,Sugin Domistik,Positif
2025-03-19 11:58:25,Ok,4,The Yus,Positif
2025-03-19 11:58:22,bagus,5,kalam buai,Positif
2025-03-19 11:57:57,Semakin ngawur,4,Johari,Positif
2025-03-19 11:57:48,Aku sangat suka sekali main game ini karena grafik nya bagus bukan kaya game sebelah u 😁😁😁🤭🤭🤭🤭,5,Muh. Rizky,Positif
2025-03-19 11:57:05,"terlalu sering mendapatkan musuh yg sulit, banyak pemain yg toxic, dan sering lag, tapi game ini tetap bagus, cuma kurang di perbaiki sedikit yaa🙏🙏",4,Ainun Punya,Positif
2025-03-19 11:57:05,cocok buat hiburan saya main mlbb sudah dari 2017,5,EL Susanto,Positif
2025-03-19 11:56:55,game seru bjir,5,vyinn amalia,Positif
2025-03-19 11:56:47,mantap 👍,5,SYARNUBI Nubi,Positif
2025-03-19 11:56:36,karena banyak darksistem,1,ABDURRAHMAN Indoneesia (ABDURROHMAN MARHOLAN),Negatif
2025-03-19 11:56:07,Game nya bisa Mabar seru tapi tolong turunin harga skinnya soalnya top up mahal sama game playnya butuh sinyal bagus jelek dikit dah mati aja tuh Hero tapi tetap di sarankan mainin ni game yg mau Mabar Ama gua name ml ku mikov gaming,5,hani syah,Positif
2025-03-19 11:55:29,Banyak bug,1,parel Tri ardiansyah,Negatif
2025-03-19 11:55:25,Ramee bettt,5,Elfa Amelia,Positif
2025-03-19 11:55:17,Akhirnya dipisah juga magic chesnya...,5,Pengguna Google,Positif
2025-03-19 11:55:13,aku mua dijamin,5,Fijay mandangin,Positif
2025-03-19 11:55:04,hero baru bagus banget,5,Kang Ibing,Positif
2025-03-19 11:54:55,sangat banyak dark sistem,5,Yeni Asnita devi,Positif
2025-03-19 11:54:47,"moontoon welek, sudah pra-unduh malah suruh update ulang",1,Muhammad Damanhuri,Negatif
2025-03-19 11:54:46,"gunanya push rank apa moonton, sudah dua kali capek - capek push rank malah di turunkan lagi ke epick. hapus aja sistem rank nya moonton. main klasik aja ngga usah elu buat pemain capek - capek push rank lalu seenaknya lu balikan ke epik",1,Syarif Al Hidayat,Negatif
2025-03-19 11:54:35,ok,5,Murtaki Ahmad,Positif
2025-03-19 11:54:32,masalah dikoneksi sering ngadat padahal jaringan bagus,4,Anwar,Positif
2025-03-19 11:54:10,semenjak update terbaru kok shortcut ini game ga muncul di beranda? why?,5,Teguh Prasetyo,Positif
2025-03-19 11:52:55,Padahal internet saya lancar2 aja tapi kenapa sinyal di in game merah ya? Kasih tau dong,2,Jundan Ibnu,Negatif
2025-03-19 11:52:35,permainan ini sangat keren,5,Fahim Nurrohman,Positif
2025-03-19 11:52:24,"game orang orang kaya,,,harus hp bagus...apalah dayaku",5,Aris Setiono,Positif
2025-03-19 11:51:57,bugus sekali,5,Darren Ahay,Positif
2025-03-19 11:51:25,game hina,2,Dimi Dimiii3,Negatif
2025-03-19 11:51:24,lebih banyak drak sistem lebih baik:),5,Akbar Al ajhar,Positif
2025-03-19 11:51:05,permainan yg menemani hidup dewasa ku,5,Alan Alan,Positif
2025-03-19 11:50:58,tolong drack sistem di kurangin,5,Don Store,Positif
2025-03-19 11:50:31,game yg sangat ramah aku di bilang GG padahal aku mati mulu,5,Hapis Turu,Positif
2025-03-19 11:50:30,monton klo bintang udah 99 1 lagi imortal kasih lah team yang bisa main jadi ga imo gua season ini karna team poke selalu saja di beri team yang bodoh klo bintang udah 99 di kasih team bodoh lawan kuat jangan lah gitu gua player solo sakit kepala monton yang bisa main di kasih team yang bisa main jangan luh kasih team poke rating nya bintang 1 aja,1,Fahro Rozi,Negatif
2025-03-19 11:49:55,bintang 5 karna sudah naik glory tapi sering banget jaringan ngeleg di tambah RW blacklist moonton jadi mohon hilang kan RW RW itu,5,Aidil Fitra,Positif
2025-03-19 11:49:44,sangat bagus,5,Anggoro Ngoro,Positif
2025-03-19 11:49:32,playernya tolong di sortir yg gobolokkk jgan di gabungin sama yg kompe mainya,1,Pengguna Google,Negatif
2025-03-19 11:48:07,Gua suka dengan game nya Edit:lumayan lag dikit,5,Haris Triyanto,Positif
2025-03-19 11:47:58,"udah bagus Moonton, tapi saya cuma minta satu hal jangan lah anda nerf efek skin yang udah bagus, kami yg punya skin tersebut merasa agak kecewa karna efeknya dikurangi lagian ada sistem grafik yg bisa di atur ke rendah ngapain lagi nerf efek skin yang ada",5,Fransiskus Junaidi,Positif
2025-03-19 11:47:57,"Bagus banget game nya,tapi tolong dark sistem ny di kurangin lagi kalo bisa gk ad dark sistem",5,Satriafajar Fajar,Positif
2025-03-19 11:47:55,menegang Jan dan seru,5,Angga Deatmetal,Positif
2025-03-19 11:47:40,Aku suka banget,5,dewi gita,Positif
2025-03-19 11:47:21,seru dan kesal,3,Fitri Maria,Netral
2025-03-19 11:47:04,Game yg sangat seru dan menantang,5,anti mage,Positif
2025-03-19 11:46:46,game liar😹,5,Selpi Karel,Positif
2025-03-19 11:46:26,suka aja sama game nya buat menemani hari-hariku,5,Siwi Putri,Positif
2025-03-19 11:45:57,tolong hilang kan dark sistem,5,Rais Dzaki Ar Rafif,Positif
2025-03-19 11:45:48,game ini sangat enak tapi jangan ada hero baru terus dong moonton,5,Riski Ndebol,Positif
2025-03-19 11:45:45,game nya bagus tapi tolong hilangkan para dark syistem soalnya mau naik ke glory eh malah ketemu 2 hyper sama 2 MM tolong ya Moonton terus satu lagi kasih 1 skin legends gratis hehe :),5,zuma brebes,Positif
2025-03-19 11:45:31,"padahal sinyal bagus ..sering leg gak kaya dulu , sinyal sering gak stabil apalagi sambil on mic .. mohon di perbaiki yah",4,ivan vi,Positif
2025-03-19 11:45:16,bagus dikit,5,El Gacoy,Positif
2025-03-19 11:44:57,kembalilah hidup di kenyataan,1,Mukhammad Ainul Yaqin,Negatif
2025-03-19 11:44:51,mntap,5,soviaamarhamah,Positif
2025-03-19 11:44:40,game ini sangat bagus,5,Uus,Positif
2025-03-19 11:44:39,okelah...jangan buat kecewa ya,3,JEMS_ GG,Netral
2025-03-19 11:44:38,bagus,5,Bng Juv,Positif
2025-03-19 11:44:23,"grafik jelek, match ntah gimana, pindah ke game lain aja",1,Melisa Maharani Bukit,Negatif
2025-03-19 11:44:03,main selama 3 bln cuma bolak balik ke epic,1,Mid Lane,Negatif
2025-03-19 11:43:58,"apalah, wifi lancar aja masih bisa Ngelag, mana kadang mental sendiri, terus paling parah sampe bisa bunyi mesin cukur rambut🗿. sudah waktunya comeback pub9 kayaknya",1,Taryono Srimpi,Negatif
2025-03-19 11:43:48,Sip lah .,5,Windre Tirtana,Positif
2025-03-19 11:43:36,"suka banget sama moonton yang sekarang,waktu update yang emblem udah bisa setting semua udah mulai mau main lagi di karenakan damage dan upgrade nya bisa bikin solo kill jadi makin keren dan tergantung mekanik pilot aja lagi,jadi suka banget sama moonton yang Sekang🤩",5,Muhammad Vijay Aulia Rizky,Positif
2025-03-19 11:43:14,ketemu musuh full player sedangkan tim full bot jadi lebih baik ku kasih bintang 1 atau mungkin negatif jika bisa ya match tidak seimbang,1,Super Santay,Negatif
2025-03-19 11:42:44,tolong min kasi tim yg jelas napaaaa,2,Iam Kyy,Negatif
2025-03-19 11:42:35,Mantap,5,Alfian rizky,Positif
2025-03-19 11:42:32,"saya berharap semogaa updated kali ini tidak ada yg nama nya lag,pas war/ada musuh",4,Derri Saputra,Positif
2025-03-19 11:42:22,bagus banget,5,Syabrina Bina,Positif
2025-03-19 11:42:05,plis monton tolong renk saya ke Mythic,5,Getsu Yobi,Positif
2025-03-19 11:41:59,"tolong moonton untuk kualitas jaringan in game nya bisa lebih di tingkatkan lagi karna pada saat bermain saya sering mengalami lag padahal jaringan di tempat saya bagus, terimakasihh.",1,Fahri Saputra,Negatif
2025-03-19 11:41:49,tolong lebih di tingkat kan lg event nya,4,Tita Wajim,Positif
2025-03-19 11:41:48,"jangan kasi ak tim dark sistem pls, btw ak bukan light sistem y... setengah setangah tergantung junglerzz.....",5,Shirran Ronavellna,Positif
2025-03-19 11:41:23,makasih montoon,5,Rahman,Positif
2025-03-19 11:41:22,Dear moonton Why make more and more ugly longer continue,5,Muhammad Khoirul Muntaha,Positif
2025-03-19 11:40:47,permainan nya sangat seru banget,5,Muhammad Nuh,Positif
2025-03-19 11:40:45,seru,5,Luna Luna,Positif
2025-03-19 11:40:29,game dari kelas 5 sd sampe sekarang ga bakal keganti 🤙,5,Abdullah tegar,Positif
2025-03-19 11:40:24,game nya lumayan bagus tapi kenapa ya kok saat saya mau main game nya malah di awal awal buka selalu gabisa dibuka dan harus diulang ulang tapi tetep gabisa dibuka game nya.,3,Wilda Wilda,Netral
2025-03-19 11:40:22,keren,5,Alysaa Rahmadina,Positif
2025-03-19 11:39:43,"Main ml aku kalah terusss nih , apakah ku harus pindah ke HOK ,aku sangat kecewa 😭",5,Aries Dellilo,Positif
2025-03-19 11:39:43,top up di game nya muahal rek,4,Sriayu Yuceu,Positif
2025-03-19 11:39:29,Anjay,4,Avif Ardiansyah,Positif
2025-03-19 11:39:25,Dengan ini Dari Semua Kalangan Kalian Adalah Peniru Game LOL Dan Saya Setuju Bahwa Jika Anda Tidak Peniru Maka Benerin Sinyal Sinyal Pemain Agar Pemain Puas Jika Tidak Maka Akan Tetap Kita Aka Menagih Atau Mengsumpahkan Semoga Gamenya Sepi Dan Tidak Banyak Peminat Aamiin,5,das_16,Positif
2025-03-19 11:39:13,bagus bangetttt game nya monnton,5,Sa'adah,Positif
2025-03-19 11:39:01,bayak akun jokian,2,putu juna karya rapandra,Negatif
2025-03-19 11:38:59,min gw kasi bintang 4 soal ny Julian gw malah jadi figter bukan mage lagi😡,4,Ilham Bau,Positif
2025-03-19 11:38:49,mnton kagak adil masak aku dilawnin yag pero😡😡😡😡😡,1,Maisaroh,Negatif
2025-03-19 11:38:29,"Game paling seru yang pernah ada tapi tolong kalo solo jangan di kasih tim bot mulu,gak ada kalo musuh nya pro player semua",5,Hlmnnn Ganii,Positif
2025-03-19 11:38:21,sangat baik,4,Kampret Ae,Positif
2025-03-19 11:38:03,kasih gw hp monton AAAAAAAAAAAAAAA,5,Paris Xiaomi,Positif
2025-03-19 11:37:35,Game asw developornya kek b2,1,Eka Dewi,Negatif
2025-03-19 11:37:08,"BAGUS BANGET POKOKNYA DEH, MOONTON😍😍 TAMPILAN NYA HD BANGET DAN GAK PATAH², GK KAYAK GAME SEBELAH",5,ali dzaky,Positif
2025-03-19 11:36:39,keren,5,Kusnadi Welll,Positif
2025-03-19 11:36:35,saya mencoba melaporkan bug analog ke pihak moonton tapi tidak digrubis dan pada akhirnya tetap saja tidak ada laporan yg masuk ke saya dan masih belum diperbaiki mohon moonton,5,diah wahyulestari,Positif
2025-03-19 11:36:23,saya kecewa mode magic chase nya pisah dari MLBB harus download lain 2 aplikasi 1 produk tapi pisah....,2,Herdi Pondok,Negatif
2025-03-19 11:35:24,kenapa saat masuk game nya malah ga ada logo mobile legend? cuman layar hitam,2,Binar Hanun Ramidin,Negatif
2025-03-19 11:35:02,aku pengen imortal muntun!,4,Sabrina Cahaya ramadhani,Positif
2025-03-19 11:34:50,Bagus cmn di ak loading nya agak lama tolong di perbaiki ya developer mksih,5,Nandhita Rahmania Prasetio,Positif
2025-03-19 11:34:45,oke,4,Ahmad Fauzan,Positif
2025-03-19 11:34:13,gokil banget ini game.,5,Ari Dahri,Positif
2025-03-19 11:33:49,Game nya hebat dan sangat ramah,5,Akn Prbobaan,Positif
2025-03-19 11:33:09,estetik,5,ANBU FF,Positif
2025-03-19 11:32:42,Game rusakk,1,F Oppo One one,Negatif
2025-03-19 11:31:46,"moonton, sediain fitur baru Napa, tf bp ke temen gituuu, kan biar enakk gituuuuu",5,Sulvi Indrina taf,Positif
2025-03-19 11:31:34,sangat puas,5,Bangki Sandi,Positif
2025-03-19 11:31:24,"event pajangan doang,biar gk klah dari game sebelah,wkwkwk besok2 mungkin event mobil ni mutun kasih,,",4,Keisha Kei,Positif
2025-03-19 11:31:12,ML ini mainannya aja dibagusin oke ini game ini kan dibuat dicari abang-abang untuk main game aku kan masih anak kecil kan sudah bilang bahwa game ini juga bisa digunakan untuk main game ini,5,Muhammad Bas,Positif
2025-03-19 11:30:54,bagus banget,5,Nesha Nesha,Positif
2025-03-19 11:30:53,Bagiku ini game babugusrik satuin ni burik bagus difiet difiet difiet terus sampe epekkal grolly ni jangan kaya aku ya [°∆°]ngabisin uang buat beli hero kalea pake bp sama diamond? Harga 100dm:32rebuh buset bp nya aja harus ngumpulin berbulan bulan dah!! 20000bp+120dm= alama monton!!! Banyak kali harganya banyak tim ngetrol lagi,5,Rendi Liana,Positif
2025-03-19 11:30:51,geme,5,Sole Huddin,Positif
2025-03-19 11:30:50,cepat menang,5,Mikhayla Manopo,Positif
2025-03-19 11:29:58,karena udah glory jadi gw revisi,4,SMaarif,Positif
2025-03-19 11:29:40,b aja,2,Ahmad Subkhan,Negatif
2025-03-19 11:29:37,hadiah skin even gk ada yg epic,3,Arya Fatih,Netral
2025-03-19 11:29:36,"padahal saya sudah top up diamond,yang harga 149 ribu dapat 500 diamon semenjak ada penurunan rank atau update kenapa diamond saya jadi berkurang lagi jadi 6 diamond??pdhl saya tidak membeli apa""",1,faisal susanto,Negatif
2025-03-19 11:29:08,seru dan bikin darah naik,5,Faiz Nurrohman,Positif
2025-03-19 11:29:02,Dark sistem buat pemain solo nya di perbaiki moonton. Atau gua hapus apk,5,Onezy Shop,Positif
2025-03-19 11:28:58,Mantap,5,M Jalaludin,Positif
2025-03-19 11:28:56,peak game🔥🔥🔥,5,fadhli ali,Positif
2025-03-19 11:28:15,mantap,5,buono puso,Positif
2025-03-19 11:28:14,game ini keren 😎😎😎😎😎,5,nunuk julianti,Positif
2025-03-19 11:27:52,😃,4,FAHMY PR'YATNA,Positif
2025-03-19 11:27:49,jangan kikir,4,Purbo Satria,Positif
2025-03-19 11:27:06,"maaf kalo bintang nya cuman dua min ,soalnya masih banyak player yang berperilaku tidak sesuai dengan aturan dan mohon untuk di berikan sanksi yang pantas min ,dan satu lagi pengguna ROOM WANGI (RW) masih merajalela min",2,Welly Welly,Negatif
2025-03-19 11:26:52,gamenya sangat bagus dan bikin hepi saat bermain di rank apalagi di epik timnya jago jago,5,ari tegar,Positif
2025-03-19 11:26:49,game dikit dikit update apalah gjls bat,1,Nana Moel,Negatif
2025-03-19 11:26:45,game ya bagus,5,Chris Tutuarima,Positif
2025-03-19 11:26:35,mantap,5,Rajip Noviandi,Positif
2025-03-19 11:26:25,gamenya bagus,5,Bangboy Boy,Positif
2025-03-19 11:25:53,seruuuuuuuu bener bikin emosi🤣🤣,5,Deni Hermawan,Positif
2025-03-19 11:25:30,sangat bagus tapi ngeselin kalo ketemu musuh pro,5,bun da,Positif
2025-03-19 11:25:27,mantap,5,aldo aldo,Positif
2025-03-19 11:25:24,seru game nya Sangat seru,5,Roy Jordi,Positif
2025-03-19 11:24:28,game yang sangat bagus,5,Mahady,Positif
2025-03-19 11:24:08,GAME TOLOL,1,Naufal Rujani,Negatif
2025-03-19 11:23:35,PAY TO WIN,1,M Rizky Ramadhan,Negatif
2025-03-19 11:23:35,"kalok bisa amble hadiah nya di perbanyak,",5,Ahmad Fauzi,Positif
2025-03-19 11:23:14,mantap,5,Hengki Prabowo,Positif
2025-03-19 11:23:13,"masa habis reset musim langsung kalah 3 kali, macth making ngga jelas, dan juga kenapa saya bisa bertemu orang yang main nya jelek, misal nya dia pernah bermain di mitic dan bertermu saya di epic dan dia memiliki skill di bawah orang orang mitic, TOLONG KALO BISA DI PERBAIKI SISTEM MACTH MAKING NYAAAAAAAAAAAA KALO JELEK BANGET GINI SIAPAA YANG MAUU MAIN INI GAME COBA, APALAH KAU INI!!!!??!!?!!!?!?!!!!!!!!!",1,Agustinus Satrio,Negatif
2025-03-19 11:22:45,gamenya bagus banget,5,Siska Noviana,Positif
2025-03-19 11:22:19,tinggal MCGG Belum login karna masalah hp belum up,5,Asep Jamaludin,Positif
2025-03-19 11:22:11,"heran tiap kali update masa main ulang dari awal.Sudah Legen pas update malah ulang dari Nol (Awal ) .Sudah 2 kali seperti ini.Uninstall aja.Sudah sangat kecewa,masa harus main lagi dari awal...????",1,Dicky,Negatif
2025-03-19 11:22:00,moonton sikin ya geratis harga skin mahal,5,Amah Spt,Positif
2025-03-19 11:21:46,sangat bagus 😎,5,Agilirhamliulinnuha Agil,Positif
2025-03-19 11:21:33,hihi ada rahasia item ini bkn chet tapi kekuatan dari item contoh kairi iya sakit banget kayak cheat aku pernah satu hit gituu🫠🫠🫠🫠😑,5,Rossalinda,Positif
2025-03-19 11:21:28,gwe suka bgtt game ini plccc soalny seru banget trus juga klo kehapus game ny akunny ga hilang bintang 5 dh buat ml,5,Ayura Naysila,Positif
2025-03-19 11:21:19,Seru mainnya walaupun sering jatuh🤣,5,Riski Andika,Positif
2025-03-19 11:21:03,sanggat seru tapi banyak drak sistem nya,4,Waode dewi yani Waode dewi yani,Positif
2025-03-19 11:20:46,GAME GAJELAS BANYAK DARKSISTEM,2,Rian Herliyanto,Negatif
2025-03-19 11:20:41,good,5,Juan Kansil,Positif
2025-03-19 11:20:21,MONTON sekarang kebanyakan drak sistemnya tim saya dan tim musuh tidak se imbang monton GK jls jadi gak seru sekarang lebih seru HOK,1,ary Sastiawan,Negatif
2025-03-19 11:20:00,JARINGAN TOLONG DI BENERIN.....!!!! BUKA YOUTUBE LANCAR WI-FI LANCAR GAME LAIN LANCAR TAPI GAME INI SERING BANGET JARINGAN DOWN...!!! Saat Bermain Sering terjadi lag.. . patah patah,1,Maulana Maul,Negatif
2025-03-19 11:19:52,Game Rusak selalu dapat Tim Troll dan musuh semua pro .. mohon moonton jangan ada Dark Sistem,1,Bang bang area,Negatif
2025-03-19 11:19:43,"knp rank gw diturunin dh dari epic 2 jadi epic 5?!,kesel bgt gw?!",1,Iffah Huriyyah,Negatif
2025-03-19 11:18:48,game yg sangat ramah dan menguji kesabaran🗿,5,Yogik P.s,Positif
2025-03-19 11:18:31,"Kasih team tuh yang seimbang, masa ketemu player yang sama dengan rank di bawah saya 3x",5,Donny Paulus,Positif
2025-03-19 11:18:21,tombol roket nya jangan yang imo monton gua juga masih honor 28 masa dapat lawan imo 290,5,Alexx Banda,Positif
2025-03-19 11:18:02,Game klboleh,4,Yuda Putra Ramadhan Ramadhan,Positif
2025-03-19 11:17:31,Di kasih kalahh muluu,5,Kicol Setara,Positif
2025-03-19 11:17:25,Lag,2,Nurul Akfah,Negatif
2025-03-19 11:17:02,", ,ana KOMITMEN ana apa lh ngeseng ,jaringan",1,Akmal,Negatif
2025-03-19 11:17:00,game bagus gampang buat naik ke honor atau imo,5,rezzaaji saputra,Positif
2025-03-19 11:16:22,GAME FULL DARK SYSTEM,2,Ajuy Rahman,Negatif
2025-03-19 11:16:20,Gamenya bagus banget couuuy,5,Muhammad alif Suyuti,Positif
2025-03-19 11:15:27,bagus bagus aja game nya tapi sering nge bug pas main,3,Haris Karalo,Netral
2025-03-19 11:14:57,sangat bagus itu saja,5,Anca Amsar,Positif
2025-03-19 11:14:43,Kenrn sih ini,5,CEMMANG,Positif
2025-03-19 11:14:02,"Lawan dan kawan tidak seimbang, pay to win, pemilihan lawan dan kawan buruk",2,Abdhinah Mail,Negatif
2025-03-19 11:13:57,bagus,5,Hasbiya Putri,Positif
2025-03-19 11:13:57,kenapa main selalu ketemu team yang tidak sesuai,1,Memorycell 17,Negatif
2025-03-19 11:13:40,mantap,5,Agusnuryadin Agew,Positif
2025-03-19 11:13:40,game ini tidak adil,5,Jusrianto 29,Positif
2025-03-19 11:13:08,"Tolong sesuaikan lagi untuk draft pick di solo rank, kadang ketemu tim gak bisa hyper sama sekali",4,Taufik NETRAL,Positif
2025-03-19 11:12:27,game yang seru tapi sedikit membuat hormon emosi naik,5,Send,Positif
2025-03-19 11:11:20,tolong perbaiki sistem gelap nya moonton,2,RAji Agusti,Negatif
